No.,Time,Source,Destination,Protocol,Length,Info,Label
5554,72.73411505,10.244.0.19,10.244.0.10,TCP,66,52228  >  8000 [ACK] Seq=74 Ack=80 Win=64896 Len=0 TSval=1741426735 TSecr=1260204725,0
5555,72.77598777,10.244.0.22,10.244.0.21,UDP,67,51727  >  4997 Len=25,0
5556,72.77876842,10.244.0.19,10.244.0.10,TCP,66,"52228  >  8000 [FIN, ACK] Seq=74 Ack=80 Win=64896 Len=0 TSval=1741426780 TSecr=1260204725",0
5557,72.77882071,10.244.0.10,10.244.0.19,TCP,66,8000  >  52228 [ACK] Seq=80 Ack=75 Win=64256 Len=0 TSval=1260204809 TSecr=1741426780,0
5558,72.78204022,10.244.0.21,10.244.0.22,UDP,59,4997  >  51727 Len=17,0
5559,72.79201527,10.244.0.19,10.244.0.2,DNS,105,Standard query 0x0cd3 AAAA amf-namf.free5gc.svc.cluster.local OPT,0
5560,72.79211408,10.244.0.19,10.244.0.3,DNS,105,Standard query 0x310c A amf-namf.free5gc.svc.cluster.local OPT,0
5561,72.79874721,10.244.0.2,10.244.0.19,DNS,198,Standard query response 0x0cd3 AAAA amf-namf.free5gc.svc.cluster.local SOA ns.dns.cluster.local OPT,0
5562,72.80505771,10.244.0.3,10.244.0.19,DNS,155,Standard query response 0x310c A amf-namf.free5gc.svc.cluster.local A 10.107.207.15 OPT,0
5563,72.87899532,10.244.0.19,10.244.0.9,TCP,74,35966  >  8000 [SYN] Seq=0 Win=64860 Len=0 MSS=1410 SACK_PERM=1 TSval=2528139159 TSecr=0 WS=128,0
5564,72.87911518,10.244.0.9,10.244.0.19,TCP,74,"8000  >  35966 [SYN, ACK] Seq=0 Ack=1 Win=64308 Len=0 MSS=1410 SACK_PERM=1 TSval=2652257685 TSecr=2528139159 WS=128",0
5565,72.87913678,10.244.0.19,10.244.0.9,TCP,66,35966  >  8000 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=2528139159 TSecr=2652257685,0
5566,72.8830684,10.244.0.19,10.244.0.9,TCP,130,"35966  >  8000 [PSH, ACK] Seq=1 Ack=1 Win=64896 Len=64 TSval=2528139163 TSecr=2652257685",0
5567,72.88313955,10.244.0.9,10.244.0.19,TCP,66,8000  >  35966 [ACK] Seq=1 Ack=65 Win=64256 Len=0 TSval=2652257689 TSecr=2528139163,0
5568,72.88326503,10.244.0.19,10.244.0.9,TCP,244,"35966  >  8000 [PSH, ACK] Seq=65 Ack=1 Win=64896 Len=178 TSval=2528139163 TSecr=2652257689",0
5569,72.88327427,10.244.0.9,10.244.0.19,TCP,66,8000  >  35966 [ACK] Seq=1 Ack=243 Win=64128 Len=0 TSval=2652257689 TSecr=2528139163,0
5570,72.88330209,10.244.0.19,10.244.0.9,TCP,969,"35966  >  8000 [PSH, ACK] Seq=243 Ack=1 Win=64896 Len=903 TSval=2528139164 TSecr=2652257689",0
5571,72.8833093,10.244.0.9,10.244.0.19,TCP,66,8000  >  35966 [ACK] Seq=1 Ack=1146 Win=64128 Len=0 TSval=2652257690 TSecr=2528139164,0
5572,72.8857695,10.244.0.9,10.244.0.19,TCP,105,"8000  >  35966 [PSH, ACK] Seq=1 Ack=1146 Win=64128 Len=39 TSval=2652257692 TSecr=2528139164",0
5573,72.88579646,10.244.0.19,10.244.0.9,TCP,66,35966  >  8000 [ACK] Seq=1146 Ack=40 Win=64896 Len=0 TSval=2528139166 TSecr=2652257692,0
5574,72.88830385,10.244.0.19,10.244.0.9,TCP,75,"35966  >  8000 [PSH, ACK] Seq=1146 Ack=40 Win=64896 Len=9 TSval=2528139169 TSecr=2652257692",0
5575,72.88828904,10.244.0.9,10.244.0.19,TCP,88,"8000  >  35966 [PSH, ACK] Seq=40 Ack=1155 Win=64128 Len=22 TSval=2652257695 TSecr=2528139169",0
5576,72.895749,10.10.2.1,10.10.2.22,NGAP/NAS-5GS,280,PDUSessionResourceSetupRequest,0
5577,72.9024808,10.244.0.9,10.244.0.19,TCP,128,"8000  >  35966 [PSH, ACK] Seq=62 Ack=1155 Win=64128 Len=62 TSval=2652257709 TSecr=2528139169",0
5578,72.90254542,10.244.0.9,10.244.0.19,TCP,111,"8000  >  35966 [PSH, ACK] Seq=124 Ack=1155 Win=64128 Len=45 TSval=2652257709 TSecr=2528139169",0
5579,72.90321024,10.244.0.19,10.244.0.9,TCP,66,35966  >  8000 [ACK] Seq=1155 Ack=169 Win=64768 Len=0 TSval=2528139183 TSecr=2652257695,0
5580,72.90607395,10.244.0.9,10.244.0.19,TCP,83,"8000  >  35966 [PSH, ACK] Seq=169 Ack=1155 Win=64128 Len=17 TSval=2652257712 TSecr=2528139183",0
5581,72.914609,10.10.2.22,10.10.2.1,NGAP,124,PDUSessionResourceSetupResponse,0
5582,72.92122257,10.244.0.21,10.244.0.23,UDP,185,4997  >  44015 Len=143,0
5583,72.95050661,10.244.0.19,10.244.0.9,TCP,66,35966  >  8000 [ACK] Seq=1155 Ack=186 Win=64768 Len=0 TSval=2528139231 TSecr=2652257712,0
5584,72.98019656,10.244.0.9,10.244.0.3,DNS,105,Standard query 0x2c68 AAAA smf-nsmf.free5gc.svc.cluster.local OPT,0
5585,72.98215271,10.244.0.9,10.244.0.2,DNS,105,Standard query 0xda40 A smf-nsmf.free5gc.svc.cluster.local OPT,0
5586,72.9868129,10.244.0.2,10.244.0.9,DNS,155,Standard query response 0xda40 A smf-nsmf.free5gc.svc.cluster.local A 10.109.57.225 OPT,0
5587,72.98801614,10.244.0.3,10.244.0.9,DNS,198,Standard query response 0x2c68 AAAA smf-nsmf.free5gc.svc.cluster.local SOA ns.dns.cluster.local OPT,0
5588,72.98846662,10.244.0.9,10.244.0.19,TCP,74,36778  >  8000 [SYN] Seq=0 Win=64860 Len=0 MSS=1410 SACK_PERM=1 TSval=1107151443 TSecr=0 WS=128,0
5589,72.98852486,10.244.0.19,10.244.0.9,TCP,74,"8000  >  36778 [SYN, ACK] Seq=0 Ack=1 Win=64308 Len=0 MSS=1410 SACK_PERM=1 TSval=376900236 TSecr=1107151443 WS=128",0
5590,72.98854274,10.244.0.9,10.244.0.19,TCP,66,36778  >  8000 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=1107151443 TSecr=376900236,0
5591,72.98985029,10.244.0.9,10.244.0.19,TCP,130,"36778  >  8000 [PSH, ACK] Seq=1 Ack=1 Win=64896 Len=64 TSval=1107151444 TSecr=376900236",0
5592,72.98989069,10.244.0.19,10.244.0.9,TCP,66,8000  >  36778 [ACK] Seq=1 Ack=65 Win=64256 Len=0 TSval=376900237 TSecr=1107151444,0
5596,72.99178938,10.244.0.9,10.244.0.19,TCP,263,"36778  >  8000 [PSH, ACK] Seq=65 Ack=1 Win=64896 Len=197 TSval=1107151446 TSecr=376900237",0
5597,72.99180795,10.244.0.19,10.244.0.9,TCP,66,8000  >  36778 [ACK] Seq=1 Ack=262 Win=64128 Len=0 TSval=376900239 TSecr=1107151446,0
5598,72.99183041,10.244.0.9,10.244.0.19,TCP,705,"36778  >  8000 [PSH, ACK] Seq=262 Ack=1 Win=64896 Len=639 TSval=1107151446 TSecr=376900239",0
5599,72.99183622,10.244.0.19,10.244.0.9,TCP,66,8000  >  36778 [ACK] Seq=1 Ack=901 Win=64128 Len=0 TSval=376900239 TSecr=1107151446,0
5600,72.99196146,10.244.0.19,10.244.0.9,TCP,105,"8000  >  36778 [PSH, ACK] Seq=1 Ack=901 Win=64128 Len=39 TSval=376900239 TSecr=1107151446",0
5601,72.99198576,10.244.0.9,10.244.0.19,TCP,66,36778  >  8000 [ACK] Seq=901 Ack=40 Win=64896 Len=0 TSval=1107151446 TSecr=376900239,0
5602,72.99200132,10.244.0.19,10.244.0.9,TCP,88,"8000  >  36778 [PSH, ACK] Seq=40 Ack=901 Win=64128 Len=22 TSval=376900239 TSecr=1107151446",0
5603,72.99201008,10.244.0.9,10.244.0.19,TCP,66,36778  >  8000 [ACK] Seq=901 Ack=62 Win=64896 Len=0 TSval=1107151446 TSecr=376900239,0
5611,72.999218,10.10.4.101,10.10.4.1,PFCP,450,PFCP Session Modification Request,0
5612,73.00050698,10.244.0.9,10.244.0.19,TCP,75,"36778  >  8000 [PSH, ACK] Seq=901 Ack=62 Win=64896 Len=9 TSval=1107151455 TSecr=376900239",0
5613,73.04236801,10.244.0.19,10.244.0.9,TCP,66,8000  >  36778 [ACK] Seq=62 Ack=910 Win=64128 Len=0 TSval=376900290 TSecr=1107151455,0
5614,73.0770459,10.244.0.19,10.244.0.9,TCP,66,"8000  >  36774 [FIN, ACK] Seq=432 Ack=1287 Win=64128 Len=0 TSval=376900324 TSecr=1107150531",0
5615,73.07730649,10.244.0.9,10.244.0.19,TCP,66,"36774  >  8000 [FIN, ACK] Seq=1287 Ack=433 Win=64640 Len=0 TSval=1107151532 TSecr=376900324",0
5616,73.07733005,10.244.0.19,10.244.0.9,TCP,66,8000  >  36774 [ACK] Seq=433 Ack=1288 Win=64128 Len=0 TSval=376900325 TSecr=1107151532,0
5617,73.082505,10.10.4.1,10.10.4.101,PFCP,65,PFCP Session Modification Response,0
5618,73.098234,10.10.2.1,10.10.2.22,SCTP,108,HEARTBEAT ,0
5619,73.098308,10.10.2.22,10.10.2.1,SCTP,108,HEARTBEAT_ACK ,0
5620,73.09843283,10.244.0.19,10.244.0.9,TCP,172,"8000  >  36778 [PSH, ACK] Seq=62 Ack=910 Win=64128 Len=106 TSval=376900346 TSecr=1107151455",0
5621,73.09854428,10.244.0.19,10.244.0.9,TCP,243,"8000  >  36778 [PSH, ACK] Seq=168 Ack=910 Win=64128 Len=177 TSval=376900346 TSecr=1107151455",0
5622,73.09966012,10.244.0.9,10.244.0.19,TCP,66,36778  >  8000 [ACK] Seq=910 Ack=345 Win=64640 Len=0 TSval=1107151554 TSecr=376900346,0
5623,73.11178854,10.244.0.19,10.244.0.9,TCP,83,"8000  >  36778 [PSH, ACK] Seq=345 Ack=910 Win=64128 Len=17 TSval=376900359 TSecr=1107151554",0
5624,73.119997,10.10.2.1,10.10.2.22,SCTP,64,SACK ,0
5625,73.15117274,10.244.0.9,10.244.0.19,TCP,66,36778  >  8000 [ACK] Seq=910 Ack=362 Win=64640 Len=0 TSval=1107151605 TSecr=376900359,0
5636,73.30762446,10.244.0.14,10.244.0.9,TCP,66,"8000  >  42844 [FIN, ACK] Seq=362 Ack=909 Win=64128 Len=0 TSval=3494345235 TSecr=3914308532",0
5637,73.31218238,10.244.0.9,10.244.0.14,TCP,66,"42844  >  8000 [FIN, ACK] Seq=909 Ack=363 Win=64640 Len=0 TSval=3914309499 TSecr=3494345235",0
5638,73.31224311,10.244.0.14,10.244.0.9,TCP,66,8000  >  42844 [ACK] Seq=363 Ack=910 Win=64128 Len=0 TSval=3494345239 TSecr=3914309499,0
5639,73.32689614,10.244.0.23,10.244.0.21,UDP,67,44015  >  4997 Len=25,0
5640,73.33586746,10.244.0.21,10.244.0.23,UDP,59,4997  >  44015 Len=17,0
5641,73.34137106,10.244.0.23,10.244.0.21,UDP,144,44015  >  4997 Len=102,0
5642,73.34275866,10.244.0.23,10.244.0.21,UDP,116,44015  >  4997 Len=74,0
5643,73.37201216,10.244.0.23,10.244.0.21,UDP,144,44015  >  4997 Len=102,0
5644,73.40798344,10.244.0.23,10.244.0.21,UDP,144,44015  >  4997 Len=102,0
5647,73.81000989,10.244.0.22,10.244.0.21,UDP,67,51727  >  4997 Len=25,0
5648,73.81262285,10.244.0.21,10.244.0.22,UDP,59,4997  >  51727 Len=17,0
5649,73.9075378,10.244.0.9,10.244.0.19,TCP,66,"8000  >  35966 [FIN, ACK] Seq=186 Ack=1155 Win=64128 Len=0 TSval=2652258714 TSecr=2528139231",0
5650,73.9111565,10.244.0.19,10.244.0.9,TCP,66,"35966  >  8000 [FIN, ACK] Seq=1155 Ack=187 Win=64768 Len=0 TSval=2528140191 TSecr=2652258714",0
5651,73.9112173,10.244.0.9,10.244.0.19,TCP,66,8000  >  35966 [ACK] Seq=187 Ack=1156 Win=64128 Len=0 TSval=2652258717 TSecr=2528140191,0
5668,74.12474211,10.244.0.19,10.244.0.9,TCP,66,"8000  >  36778 [FIN, ACK] Seq=362 Ack=910 Win=64128 Len=0 TSval=376901372 TSecr=1107151605",0
5669,74.12488735,10.244.0.9,10.244.0.19,TCP,66,"36778  >  8000 [FIN, ACK] Seq=910 Ack=363 Win=64640 Len=0 TSval=1107152579 TSecr=376901372",0
5670,74.12490146,10.244.0.19,10.244.0.9,TCP,66,8000  >  36778 [ACK] Seq=363 Ack=911 Win=64128 Len=0 TSval=376901372 TSecr=1107152579,0
5692,74.17709108,10.244.0.23,10.244.0.21,UDP,144,44015  >  4997 Len=102,0
5704,74.27242477,10.244.0.22,10.244.0.21,UDP,116,51727  >  4997 Len=74,0
5705,74.35145683,10.244.0.23,10.244.0.21,UDP,67,44015  >  4997 Len=25,0
5706,74.35457477,10.244.0.21,10.244.0.23,UDP,59,4997  >  44015 Len=17,0
5707,74.647523,10.10.4.101,10.10.4.1,PFCP,60,PFCP Heartbeat Request,0
5708,74.654639,10.10.4.1,10.10.4.101,PFCP,60,PFCP Heartbeat Response,0
5709,74.82845586,10.244.0.22,10.244.0.21,UDP,67,51727  >  4997 Len=25,0
5710,74.83034177,10.244.0.21,10.244.0.22,UDP,59,4997  >  51727 Len=17,0
5773,75.37180278,10.244.0.23,10.244.0.21,UDP,67,44015  >  4997 Len=25,0
5774,75.37210483,10.244.0.21,10.244.0.23,UDP,59,4997  >  44015 Len=17,0
5775,75.85548253,10.244.0.22,10.244.0.21,UDP,67,51727  >  4997 Len=25,0
5776,75.85872782,10.244.0.21,10.244.0.22,UDP,59,4997  >  51727 Len=17,0
5806,76.3993066,10.244.0.23,10.244.0.21,UDP,67,44015  >  4997 Len=25,0
5807,76.39944872,10.244.0.21,10.244.0.23,UDP,59,4997  >  44015 Len=17,0
5809,76.87566971,10.244.0.22,10.244.0.21,UDP,67,51727  >  4997 Len=25,0
5810,76.87775991,10.244.0.21,10.244.0.22,UDP,59,4997  >  51727 Len=17,0
5831,77.35459699,10.244.0.11,10.244.0.8,TCP,66,49862  >  27017 [ACK] Seq=1 Ack=2129 Win=502 Len=0 TSval=1788657539 TSecr=3812480529,0
5832,77.42581623,10.244.0.23,10.244.0.21,UDP,67,44015  >  4997 Len=25,0
5833,77.42601458,10.244.0.21,10.244.0.23,UDP,59,4997  >  44015 Len=17,0
5835,77.86600335,10.244.0.23,10.244.0.21,UDP,116,44015  >  4997 Len=74,0
5836,77.89739773,10.244.0.22,10.244.0.21,UDP,67,51727  >  4997 Len=25,0
5837,77.90555498,10.244.0.21,10.244.0.22,UDP,59,4997  >  51727 Len=17,0
5863,78.45058986,10.244.0.23,10.244.0.21,UDP,67,44015  >  4997 Len=25,0
5864,78.45180064,10.244.0.21,10.244.0.23,UDP,59,4997  >  44015 Len=17,0
5868,78.92320054,10.244.0.22,10.244.0.21,UDP,67,51727  >  4997 Len=25,0
5869,78.92352046,10.244.0.21,10.244.0.22,UDP,59,4997  >  51727 Len=17,0
5901,79.24043289,10.244.0.17,10.244.0.8,TCP,66,33028  >  27017 [ACK] Seq=1 Ack=2129 Win=502 Len=0 TSval=600350975 TSecr=1126405947,0
5902,79.4676703,10.244.0.23,10.244.0.21,UDP,67,44015  >  4997 Len=25,0
5903,79.47097955,10.244.0.21,10.244.0.23,UDP,59,4997  >  44015 Len=17,0
5904,79.68871103,10.244.0.21,10.244.0.23,UDP,71,4997  >  44015 Len=29,0
5905,79.68885853,10.244.0.21,10.244.0.22,UDP,71,4997  >  51727 Len=29,0
5906,79.68894691,10.244.0.21,10.244.0.23,UDP,156,4997  >  44015 Len=114,0
5907,79.68896546,10.244.0.21,10.244.0.22,UDP,156,4997  >  51727 Len=114,0
5928,80.09047415,10.244.0.22,10.244.0.21,UDP,67,51727  >  4997 Len=25,0
5929,80.09066596,10.244.0.21,10.244.0.22,UDP,59,4997  >  51727 Len=17,0
5940,80.24553515,10.244.0.10,10.244.0.8,TCP,66,33974  >  27017 [ACK] Seq=1 Ack=2433 Win=502 Len=0 TSval=1426689728 TSecr=4121650708,0
5941,80.4930755,10.244.0.23,10.244.0.21,UDP,67,44015  >  4997 Len=25,0
5942,80.49350161,10.244.0.21,10.244.0.23,UDP,59,4997  >  44015 Len=17,0
5961,81.11182198,10.244.0.22,10.244.0.21,UDP,67,51727  >  4997 Len=25,0
5962,81.11246315,10.244.0.21,10.244.0.22,UDP,59,4997  >  51727 Len=17,0
5975,81.51091012,10.244.0.23,10.244.0.21,UDP,67,44015  >  4997 Len=25,0
5976,81.51099477,10.244.0.21,10.244.0.23,UDP,59,4997  >  44015 Len=17,0
5998,82.22181738,10.244.0.22,10.244.0.21,UDP,116,51727  >  4997 Len=74,0
5999,82.25769709,10.244.0.22,10.244.0.21,UDP,67,51727  >  4997 Len=25,0
6000,82.25990088,10.244.0.21,10.244.0.22,UDP,59,4997  >  51727 Len=17,0
6001,82.65975972,10.244.0.23,10.244.0.21,UDP,67,44015  >  4997 Len=25,0
6002,82.66311937,10.244.0.21,10.244.0.23,UDP,59,4997  >  44015 Len=17,0
6034,83.22483309,10.244.0.10,10.244.0.8,TCP,66,[TCP Keep-Alive] 57538  >  27017 [ACK] Seq=1 Ack=1 Win=505 Len=0 TSval=1426692707 TSecr=4121638580,0
6038,83.28243163,10.244.0.22,10.244.0.21,UDP,67,51727  >  4997 Len=25,0
6039,83.2841741,10.244.0.21,10.244.0.22,UDP,59,4997  >  51727 Len=17,0
6041,83.68573472,10.244.0.23,10.244.0.21,UDP,67,44015  >  4997 Len=25,0
6042,83.68590569,10.244.0.21,10.244.0.23,UDP,59,4997  >  44015 Len=17,0
6073,84.2991023,10.244.0.22,10.244.0.21,UDP,67,51727  >  4997 Len=25,0
6074,84.29926783,10.244.0.21,10.244.0.22,UDP,59,4997  >  51727 Len=17,0
6075,84.663453,10.10.4.101,10.10.4.1,PFCP,60,PFCP Heartbeat Request,0
6076,84.663592,10.10.4.1,10.10.4.101,PFCP,60,PFCP Heartbeat Response,0
6077,84.710175,10.244.0.23,10.244.0.21,UDP,67,44015  >  4997 Len=25,0
6078,84.71024562,10.244.0.21,10.244.0.23,UDP,59,4997  >  44015 Len=17,0
6149,85.3110122,10.244.0.22,10.244.0.21,UDP,67,51727  >  4997 Len=25,0
6150,85.3111242,10.244.0.21,10.244.0.22,UDP,59,4997  >  51727 Len=17,0
6151,85.73110742,10.244.0.23,10.244.0.21,UDP,67,44015  >  4997 Len=25,0
6152,85.73466659,10.244.0.21,10.244.0.23,UDP,59,4997  >  44015 Len=17,0
6173,86.19948835,10.244.0.11,10.244.0.8,TCP,66,[TCP Keep-Alive] [TCP ACKed unseen segment] 50458  >  27017 [ACK] Seq=5399 Ack=3588 Win=64256 Len=0 TSval=1788666392 TSecr=3812474361,0
6175,86.32551584,10.244.0.17,10.244.0.8,TCP,66,[TCP Keep-Alive] 38286  >  27017 [ACK] Seq=10565 Ack=12358 Win=64256 Len=0 TSval=600358060 TSecr=1126398019,0
6177,86.32614558,10.244.0.22,10.244.0.21,UDP,67,51727  >  4997 Len=25,0
6178,86.33042157,10.244.0.21,10.244.0.22,UDP,59,4997  >  51727 Len=17,0
6179,86.74867742,10.244.0.23,10.244.0.21,UDP,67,44015  >  4997 Len=25,0
6180,86.74880775,10.244.0.21,10.244.0.23,UDP,59,4997  >  44015 Len=17,0
6191,87.06302964,10.244.0.10,10.244.0.8,TCP,66,[TCP Keep-Alive] 38622  >  27017 [ACK] Seq=9827 Ack=41355 Win=502 Len=0 TSval=1426696545 TSecr=4121642442,0
6193,87.07459117,10.244.0.23,10.244.0.21,UDP,116,44015  >  4997 Len=74,0
6214,87.35083311,10.244.0.22,10.244.0.21,UDP,67,51727  >  4997 Len=25,0
6215,87.3547061,10.244.0.21,10.244.0.22,UDP,59,4997  >  51727 Len=17,0
6216,87.36981652,10.244.0.11,10.244.0.8,TCP,66,49862  >  27017 [ACK] Seq=1 Ack=2433 Win=502 Len=0 TSval=1788667562 TSecr=3812490552,0
6218,87.7631584,10.244.0.23,10.244.0.21,UDP,67,44015  >  4997 Len=25,0
6219,87.76385484,10.244.0.21,10.244.0.23,UDP,59,4997  >  44015 Len=17,0
6240,88.36417757,10.244.0.22,10.244.0.21,UDP,67,51727  >  4997 Len=25,0
6241,88.36551315,10.244.0.21,10.244.0.22,UDP,59,4997  >  51727 Len=17,0
6242,88.77159534,10.244.0.23,10.244.0.21,UDP,67,44015  >  4997 Len=25,0
6243,88.77166028,10.244.0.21,10.244.0.23,UDP,59,4997  >  44015 Len=17,0
6275,89.24661288,10.244.0.17,10.244.0.8,TCP,66,33028  >  27017 [ACK] Seq=1 Ack=2433 Win=502 Len=0 TSval=600360979 TSecr=1126415951,0
6282,89.37930371,10.244.0.22,10.244.0.21,UDP,67,51727  >  4997 Len=25,0
6283,89.38712209,10.244.0.21,10.244.0.22,UDP,59,4997  >  51727 Len=17,0
6286,89.69452542,10.244.0.21,10.244.0.23,UDP,71,4997  >  44015 Len=29,0
6287,89.6959257,10.244.0.21,10.244.0.22,UDP,71,4997  >  51727 Len=29,0
6288,89.69600854,10.244.0.21,10.244.0.23,UDP,156,4997  >  44015 Len=114,0
6289,89.69602643,10.244.0.21,10.244.0.22,UDP,156,4997  >  51727 Len=114,0
6290,89.90113398,10.244.0.23,10.244.0.21,UDP,67,44015  >  4997 Len=25,0
6291,89.90141369,10.244.0.21,10.244.0.23,UDP,59,4997  >  44015 Len=17,0
6322,90.25591017,10.244.0.10,10.244.0.8,TCP,66,33974  >  27017 [ACK] Seq=1 Ack=2737 Win=502 Len=0 TSval=1426699738 TSecr=4121660718,0
6323,90.50108366,10.244.0.22,10.244.0.21,UDP,67,51727  >  4997 Len=25,0
6324,90.50135111,10.244.0.21,10.244.0.22,UDP,59,4997  >  51727 Len=17,0
6325,90.91608347,10.244.0.23,10.244.0.21,UDP,67,44015  >  4997 Len=25,0
6326,90.91682549,10.244.0.21,10.244.0.23,UDP,59,4997  >  44015 Len=17,0
6351,91.52665761,10.244.0.22,10.244.0.21,UDP,67,51727  >  4997 Len=25,0
6352,91.53010024,10.244.0.21,10.244.0.22,UDP,59,4997  >  51727 Len=17,0
6358,91.92926618,10.244.0.23,10.244.0.21,UDP,67,44015  >  4997 Len=25,0
6359,91.92938195,10.244.0.21,10.244.0.23,UDP,59,4997  >  44015 Len=17,0
6380,92.553306,10.244.0.22,10.244.0.21,UDP,67,51727  >  4997 Len=25,0
6381,92.55343229,10.244.0.21,10.244.0.22,UDP,59,4997  >  51727 Len=17,0
6382,92.94361136,10.244.0.23,10.244.0.21,UDP,67,44015  >  4997 Len=25,0
6383,92.94375606,10.244.0.21,10.244.0.23,UDP,59,4997  >  44015 Len=17,0
6404,93.56286199,10.244.0.22,10.244.0.21,UDP,67,51727  >  4997 Len=25,0
6405,93.56300339,10.244.0.21,10.244.0.22,UDP,59,4997  >  51727 Len=17,0
6417,93.95754787,10.244.0.23,10.244.0.21,UDP,67,44015  >  4997 Len=25,0
6418,93.96140945,10.244.0.21,10.244.0.23,UDP,59,4997  >  44015 Len=17,0
6459,94.59201749,10.244.0.22,10.244.0.21,UDP,67,51727  >  4997 Len=25,0
6460,94.59238553,10.244.0.21,10.244.0.22,UDP,59,4997  >  51727 Len=17,0
6461,94.673066,10.10.4.101,10.10.4.1,PFCP,60,PFCP Heartbeat Request,0
6462,94.673553,10.10.4.1,10.10.4.101,PFCP,60,PFCP Heartbeat Response,0
6503,94.97312858,10.244.0.23,10.244.0.21,UDP,67,44015  >  4997 Len=25,0
6504,94.97559841,10.244.0.21,10.244.0.23,UDP,59,4997  >  44015 Len=17,0
6526,95.61249853,10.244.0.22,10.244.0.21,UDP,67,51727  >  4997 Len=25,0
6527,95.61247354,10.244.0.22,10.244.0.21,UDP,67,51727  >  4997 Len=25,0
6528,95.61989935,10.244.0.21,10.244.0.22,UDP,59,4997  >  51727 Len=17,0
6535,95.99018558,10.244.0.23,10.244.0.21,UDP,67,44015  >  4997 Len=25,0
6536,95.99016169,10.244.0.23,10.244.0.21,UDP,67,44015  >  4997 Len=25,0
6538,95.99190887,10.244.0.21,10.244.0.23,UDP,59,4997  >  44015 Len=17,0
