No.,Time,Source,Destination,Protocol,Length,Info,Label
2007,54.0925956,10.244.0.16,10.244.0.12,TCP,66,8000  >  44524 [ACK] Seq=1 Ack=65 Win=64256 Len=0 TSval=880156166 TSecr=316947627,0
2008,54.0927065,10.244.0.12,10.244.0.16,TCP,207,"44524  >  8000 [PSH, ACK] Seq=65 Ack=1 Win=64896 Len=141 TSval=316947627 TSecr=880156166",0
2009,54.09271918,10.244.0.16,10.244.0.12,TCP,66,8000  >  44524 [ACK] Seq=1 Ack=206 Win=64128 Len=0 TSval=880156166 TSecr=316947627,0
2010,54.09278533,10.244.0.12,10.244.0.16,TCP,188,"44524  >  8000 [PSH, ACK] Seq=206 Ack=1 Win=64896 Len=122 TSval=316947627 TSecr=880156166",0
2011,54.09279625,10.244.0.16,10.244.0.12,TCP,66,8000  >  44524 [ACK] Seq=1 Ack=328 Win=64128 Len=0 TSval=880156166 TSecr=316947627,0
2036,54.18700244,10.244.0.23,10.244.0.2,DNS,97,Standard query 0xd97c A gnb-service.free5gc.svc.cluster.local,0
2038,54.18978184,10.244.0.23,10.244.0.2,DNS,97,Standard query 0x3c79 AAAA gnb-service.free5gc.svc.cluster.local,0
2039,54.19496627,10.244.0.2,10.244.0.23,DNS,190,Standard query response 0x3c79 AAAA gnb-service.free5gc.svc.cluster.local SOA ns.dns.cluster.local,0
2041,54.19988456,10.244.0.2,10.244.0.23,DNS,150,Standard query response 0xd97c A gnb-service.free5gc.svc.cluster.local A 10.99.176.129,0
2044,54.21094134,10.244.0.23,10.244.0.21,UDP,67,44015  >  4997 Len=25,0
2049,54.21656842,10.244.0.21,10.244.0.23,UDP,59,4997  >  44015 Len=17,0
2050,54.21990662,10.244.0.21,10.244.0.23,UDP,71,4997  >  44015 Len=29,0
2051,54.21993108,10.244.0.21,10.244.0.22,UDP,71,4997  >  51727 Len=29,0
2052,54.21995173,10.244.0.21,10.244.0.23,UDP,156,4997  >  44015 Len=114,0
2053,54.21995932,10.244.0.21,10.244.0.22,UDP,156,4997  >  51727 Len=114,0
2059,54.28219304,10.244.0.16,10.244.0.12,TCP,105,"8000  >  44524 [PSH, ACK] Seq=1 Ack=328 Win=64128 Len=39 TSval=880156355 TSecr=316947627",0
2060,54.28222657,10.244.0.12,10.244.0.16,TCP,66,44524  >  8000 [ACK] Seq=328 Ack=40 Win=64896 Len=0 TSval=316947816 TSecr=880156355,0
2061,54.28422623,10.244.0.16,10.244.0.12,TCP,79,"8000  >  44524 [PSH, ACK] Seq=40 Ack=328 Win=64128 Len=13 TSval=880156357 TSecr=316947816",0
2062,54.2842479,10.244.0.12,10.244.0.16,TCP,66,44524  >  8000 [ACK] Seq=328 Ack=53 Win=64896 Len=0 TSval=316947818 TSecr=880156357,0
2063,54.28439499,10.244.0.16,10.244.0.12,TCP,75,"8000  >  44524 [PSH, ACK] Seq=53 Ack=328 Win=64128 Len=9 TSval=880156358 TSecr=316947818",0
2064,54.28440924,10.244.0.12,10.244.0.16,TCP,66,44524  >  8000 [ACK] Seq=328 Ack=62 Win=64896 Len=0 TSval=316947819 TSecr=880156358,0
2065,54.2864504,10.244.0.12,10.244.0.16,TCP,75,"44524  >  8000 [PSH, ACK] Seq=328 Ack=62 Win=64896 Len=9 TSval=316947821 TSecr=880156358",0
2066,54.28647258,10.244.0.16,10.244.0.12,TCP,66,8000  >  44524 [ACK] Seq=62 Ack=337 Win=64128 Len=0 TSval=880156360 TSecr=316947821,0
2067,54.37811111,10.244.0.23,10.244.0.21,UDP,74,44015  >  4997 Len=32,0
2068,54.37844024,10.244.0.21,10.244.0.23,UDP,73,4997  >  44015 Len=31,0
2069,54.37920847,10.244.0.23,10.244.0.21,UDP,97,44015  >  4997 Len=55,0
2070,54.38389157,10.244.0.16,10.244.0.2,DNS,105,Standard query 0xc5d9 AAAA nrf-nnrf.free5gc.svc.cluster.local OPT,0
2071,54.3844931,10.244.0.16,10.244.0.2,DNS,105,Standard query 0x9f7b A nrf-nnrf.free5gc.svc.cluster.local OPT,0
2072,54.384644,10.10.2.22,10.10.2.1,NGAP/NAS-5GS,140,"InitialUEMessage, Registration request",0
2073,54.39146754,10.244.0.2,10.244.0.16,DNS,155,Standard query response 0x9f7b A nrf-nnrf.free5gc.svc.cluster.local A 10.110.246.0 OPT,0
2074,54.39497475,10.244.0.2,10.244.0.16,DNS,198,Standard query response 0xc5d9 AAAA nrf-nnrf.free5gc.svc.cluster.local SOA ns.dns.cluster.local OPT,0
2077,54.47509595,10.244.0.16,10.244.0.10,TCP,74,43168  >  8000 [SYN] Seq=0 Win=64860 Len=0 MSS=1410 SACK_PERM=1 TSval=2423183817 TSecr=0 WS=128,0
2078,54.47540804,10.244.0.10,10.244.0.16,TCP,74,"8000  >  43168 [SYN, ACK] Seq=0 Ack=1 Win=64308 Len=0 MSS=1410 SACK_PERM=1 TSval=3375733718 TSecr=2423183817 WS=128",0
2079,54.47545026,10.244.0.16,10.244.0.10,TCP,66,43168  >  8000 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=2423183818 TSecr=3375733718,0
2081,54.47931951,10.244.0.16,10.244.0.10,TCP,130,"43168  >  8000 [PSH, ACK] Seq=1 Ack=1 Win=64896 Len=64 TSval=2423183822 TSecr=3375733718",0
2082,54.47939652,10.244.0.10,10.244.0.16,TCP,66,8000  >  43168 [ACK] Seq=1 Ack=65 Win=64256 Len=0 TSval=3375733723 TSecr=2423183822,0
2084,54.47992246,10.244.0.16,10.244.0.10,TCP,193,"43168  >  8000 [PSH, ACK] Seq=65 Ack=1 Win=64896 Len=127 TSval=2423183822 TSecr=3375733723",0
2085,54.47993689,10.244.0.10,10.244.0.16,TCP,66,8000  >  43168 [ACK] Seq=1 Ack=192 Win=64256 Len=0 TSval=3375733723 TSecr=2423183822,0
2086,54.48043349,10.244.0.10,10.244.0.16,TCP,105,"8000  >  43168 [PSH, ACK] Seq=1 Ack=192 Win=64256 Len=39 TSval=3375733724 TSecr=2423183822",0
2087,54.48044743,10.244.0.16,10.244.0.10,TCP,66,43168  >  8000 [ACK] Seq=192 Ack=40 Win=64896 Len=0 TSval=2423183823 TSecr=3375733724,0
2088,54.48046798,10.244.0.10,10.244.0.16,TCP,88,"8000  >  43168 [PSH, ACK] Seq=40 Ack=192 Win=64256 Len=22 TSval=3375733724 TSecr=2423183823",0
2089,54.48047392,10.244.0.16,10.244.0.10,TCP,66,43168  >  8000 [ACK] Seq=192 Ack=62 Win=64896 Len=0 TSval=2423183823 TSecr=3375733724,0
2090,54.48066355,10.244.0.10,10.244.0.8,TCP,302,"38622  >  27017 [PSH, ACK] Seq=595 Ack=2537 Win=502 Len=236 TSval=1426663963 TSecr=4121624470 [TCP segment of a reassembled PDU]",0
2091,54.48075987,10.244.0.16,10.244.0.10,TCP,75,"43168  >  8000 [PSH, ACK] Seq=192 Ack=62 Win=64896 Len=9 TSval=2423183823 TSecr=3375733724",0
2092,54.48113213,10.244.0.8,10.244.0.10,TCP,779,"27017  >  38622 [PSH, ACK] Seq=2537 Ack=831 Win=501 Len=713 TSval=4121624943 TSecr=1426663963 [TCP segment of a reassembled PDU]",0
2093,54.48114513,10.244.0.10,10.244.0.8,TCP,66,38622  >  27017 [ACK] Seq=831 Ack=3250 Win=502 Len=0 TSval=1426663963 TSecr=4121624943,0
2094,54.48359649,10.244.0.10,10.244.0.16,TCP,129,"8000  >  43168 [PSH, ACK] Seq=62 Ack=201 Win=64256 Len=63 TSval=3375733727 TSecr=2423183823",0
2095,54.48363061,10.244.0.10,10.244.0.16,TCP,637,"8000  >  43168 [PSH, ACK] Seq=125 Ack=201 Win=64256 Len=571 TSval=3375733727 TSecr=2423183823",0
2096,54.48366141,10.244.0.16,10.244.0.10,TCP,66,43168  >  8000 [ACK] Seq=201 Ack=696 Win=64384 Len=0 TSval=2423183826 TSecr=3375733727,0
2097,54.48640825,10.244.0.10,10.244.0.16,TCP,83,"8000  >  43168 [PSH, ACK] Seq=696 Ack=201 Win=64256 Len=17 TSval=3375733730 TSecr=2423183826",0
2098,54.49323635,10.244.0.16,10.244.0.2,DNS,105,Standard query 0xa062 A udr-nudr.free5gc.svc.cluster.local OPT,0
2099,54.49735483,10.244.0.16,10.244.0.2,DNS,105,Standard query 0x5d1a AAAA udr-nudr.free5gc.svc.cluster.local OPT,0
2100,54.49968113,10.244.0.2,10.244.0.16,DNS,198,Standard query response 0x5d1a AAAA udr-nudr.free5gc.svc.cluster.local SOA ns.dns.cluster.local OPT,0
2101,54.49980341,10.244.0.2,10.244.0.16,DNS,155,Standard query response 0xa062 A udr-nudr.free5gc.svc.cluster.local A 10.102.5.252 OPT,0
2102,54.50035731,10.244.0.16,10.244.0.17,TCP,74,46700  >  8000 [SYN] Seq=0 Win=64860 Len=0 MSS=1410 SACK_PERM=1 TSval=3340732127 TSecr=0 WS=128,0
2103,54.50048646,10.244.0.17,10.244.0.16,TCP,74,"8000  >  46700 [SYN, ACK] Seq=0 Ack=1 Win=64308 Len=0 MSS=1410 SACK_PERM=1 TSval=1437831732 TSecr=3340732127 WS=128",0
2104,54.50050829,10.244.0.16,10.244.0.17,TCP,66,46700  >  8000 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=3340732128 TSecr=1437831732,0
2105,54.53543297,10.244.0.16,10.244.0.10,TCP,66,43168  >  8000 [ACK] Seq=201 Ack=713 Win=64384 Len=0 TSval=2423183878 TSecr=3375733730,0
2106,54.57417169,10.244.0.16,10.244.0.17,TCP,130,"46700  >  8000 [PSH, ACK] Seq=1 Ack=1 Win=64896 Len=64 TSval=3340732201 TSecr=1437831732",0
2107,54.57427417,10.244.0.17,10.244.0.16,TCP,66,8000  >  46700 [ACK] Seq=1 Ack=65 Win=64256 Len=0 TSval=1437831805 TSecr=3340732201,0
2108,54.57443863,10.244.0.16,10.244.0.17,TCP,210,"46700  >  8000 [PSH, ACK] Seq=65 Ack=1 Win=64896 Len=144 TSval=3340732202 TSecr=1437831805",0
2109,54.57445504,10.244.0.17,10.244.0.16,TCP,66,8000  >  46700 [ACK] Seq=1 Ack=209 Win=64128 Len=0 TSval=1437831806 TSecr=3340732202,0
2110,54.57908921,10.244.0.17,10.244.0.16,TCP,105,"8000  >  46700 [PSH, ACK] Seq=1 Ack=209 Win=64128 Len=39 TSval=1437831810 TSecr=3340732202",0
2111,54.5791662,10.244.0.16,10.244.0.17,TCP,66,46700  >  8000 [ACK] Seq=209 Ack=40 Win=64896 Len=0 TSval=3340732206 TSecr=1437831810,0
2112,54.57936014,10.244.0.17,10.244.0.16,TCP,88,"8000  >  46700 [PSH, ACK] Seq=40 Ack=209 Win=64128 Len=22 TSval=1437831811 TSecr=3340732206",0
2113,54.5793938,10.244.0.16,10.244.0.17,TCP,66,46700  >  8000 [ACK] Seq=209 Ack=62 Win=64896 Len=0 TSval=3340732207 TSecr=1437831811,0
2114,54.58038312,10.244.0.17,10.244.0.16,TCP,83,"8000  >  46700 [PSH, ACK] Seq=62 Ack=209 Win=64128 Len=17 TSval=1437831812 TSecr=3340732207",0
2115,54.58039971,10.244.0.16,10.244.0.17,TCP,66,46700  >  8000 [ACK] Seq=209 Ack=79 Win=64896 Len=0 TSval=3340732208 TSecr=1437831812,0
2116,54.5832949,10.244.0.16,10.244.0.17,TCP,75,"46700  >  8000 [PSH, ACK] Seq=209 Ack=79 Win=64896 Len=9 TSval=3340732211 TSecr=1437831812",0
2117,54.5902609,10.244.0.17,10.244.0.3,DNS,104,Standard query 0x55f8 AAAA mongodb.free5gc.svc.cluster.local OPT,0
2118,54.590375,10.244.0.17,10.244.0.2,DNS,104,Standard query 0xfdc7 A mongodb.free5gc.svc.cluster.local OPT,0
2119,54.591302,10.10.2.1,10.10.2.22,SCTP,64,SACK ,0
2120,54.59287287,10.244.0.3,10.244.0.17,DNS,197,Standard query response 0x55f8 AAAA mongodb.free5gc.svc.cluster.local SOA ns.dns.cluster.local OPT,0
2121,54.59904319,10.244.0.2,10.244.0.17,DNS,153,Standard query response 0xfdc7 A mongodb.free5gc.svc.cluster.local A 10.109.255.242 OPT,0
2122,54.614437,10.10.4.101,10.10.4.1,PFCP,60,PFCP Heartbeat Request,0
2123,54.618638,10.10.4.1,10.10.4.101,PFCP,60,PFCP Heartbeat Response,0
2124,54.62069753,10.244.0.17,10.244.0.16,TCP,66,8000  >  46700 [ACK] Seq=79 Ack=218 Win=64128 Len=0 TSval=1437831852 TSecr=3340732211,0
2125,54.67577564,10.244.0.17,10.244.0.8,TCP,74,38286  >  27017 [SYN] Seq=0 Win=64860 Len=0 MSS=1410 SACK_PERM=1 TSval=600326410 TSecr=0 WS=128,0
2126,54.67586013,10.244.0.8,10.244.0.17,TCP,74,"27017  >  38286 [SYN, ACK] Seq=0 Ack=1 Win=64308 Len=0 MSS=1410 SACK_PERM=1 TSval=1126381382 TSecr=600326410 WS=128",0
2127,54.67588659,10.244.0.17,10.244.0.8,TCP,66,38286  >  27017 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=600326410 TSecr=1126381382,0
2128,54.68130011,10.244.0.17,10.244.0.8,TCP,296,"38286  >  27017 [PSH, ACK] Seq=1 Ack=1 Win=64896 Len=230 TSval=600326416 TSecr=1126381382 [TCP segment of a reassembled PDU]",0
2129,54.68132718,10.244.0.8,10.244.0.17,TCP,66,27017  >  38286 [ACK] Seq=1 Ack=231 Win=64128 Len=0 TSval=1126381388 TSecr=600326416,0
2130,54.68729101,10.244.0.17,10.244.0.8,TCP,66,[TCP ACKed unseen segment] 38286  >  27017 [ACK] Seq=231 Ack=320 Win=64640 Len=0 TSval=600326421 TSecr=1126381393,0
2131,54.68760668,10.244.0.17,10.244.0.8,TCP,291,"[TCP ACKed unseen segment] 38286  >  27017 [PSH, ACK] Seq=231 Ack=320 Win=64640 Len=225 TSval=600326422 TSecr=1126381393 [TCP segment of a reassembled PDU]",0
2133,54.69937387,10.244.0.17,10.244.0.16,TCP,129,"8000  >  46700 [PSH, ACK] Seq=79 Ack=218 Win=64128 Len=63 TSval=1437831931 TSecr=3340732211",0
2134,54.69944706,10.244.0.17,10.244.0.16,TCP,544,"8000  >  46700 [PSH, ACK] Seq=142 Ack=218 Win=64128 Len=478 TSval=1437831931 TSecr=3340732211",0
2135,54.69950509,10.244.0.16,10.244.0.17,TCP,66,46700  >  8000 [ACK] Seq=218 Ack=620 Win=64384 Len=0 TSval=3340732327 TSecr=1437831931,0
2136,54.69966155,10.244.0.16,10.244.0.17,TCP,66,"46700  >  8000 [FIN, ACK] Seq=218 Ack=620 Win=64384 Len=0 TSval=3340732327 TSecr=1437831931",0
2137,54.70298537,10.244.0.17,10.244.0.16,TCP,66,"8000  >  46700 [FIN, ACK] Seq=620 Ack=219 Win=64128 Len=0 TSval=1437831934 TSecr=3340732327",0
2138,54.70300445,10.244.0.16,10.244.0.17,TCP,66,46700  >  8000 [ACK] Seq=219 Ack=621 Win=64384 Len=0 TSval=3340732330 TSecr=1437831934,0
2139,54.7135979,10.244.0.16,10.244.0.3,DNS,105,Standard query 0x1e42 A udr-nudr.free5gc.svc.cluster.local OPT,0
2140,54.71476069,10.244.0.16,10.244.0.2,DNS,105,Standard query 0x823a AAAA udr-nudr.free5gc.svc.cluster.local OPT,0
2141,54.72191361,10.244.0.2,10.244.0.16,DNS,198,Standard query response 0x823a AAAA udr-nudr.free5gc.svc.cluster.local SOA ns.dns.cluster.local OPT,0
2142,54.72294478,10.244.0.3,10.244.0.16,DNS,155,Standard query response 0x1e42 A udr-nudr.free5gc.svc.cluster.local A 10.102.5.252 OPT,0
2143,54.72900409,10.244.0.16,10.244.0.17,TCP,74,46716  >  8000 [SYN] Seq=0 Win=64860 Len=0 MSS=1410 SACK_PERM=1 TSval=3340732356 TSecr=0 WS=128,0
2144,54.72920154,10.244.0.17,10.244.0.16,TCP,74,"8000  >  46716 [SYN, ACK] Seq=0 Ack=1 Win=64308 Len=0 MSS=1410 SACK_PERM=1 TSval=1437831960 TSecr=3340732356 WS=128",0
2145,54.72929878,10.244.0.16,10.244.0.17,TCP,66,46716  >  8000 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=3340732357 TSecr=1437831960,0
2146,54.73496931,10.244.0.17,10.244.0.8,TCP,66,[TCP ACKed unseen segment] 38286  >  27017 [ACK] Seq=456 Ack=1018 Win=64256 Len=0 TSval=600326469 TSecr=1126381394,0
2147,54.73513685,10.244.0.16,10.244.0.17,TCP,130,"46716  >  8000 [PSH, ACK] Seq=1 Ack=1 Win=64896 Len=64 TSval=3340732362 TSecr=1437831960",0
2148,54.73515351,10.244.0.17,10.244.0.16,TCP,66,8000  >  46716 [ACK] Seq=1 Ack=65 Win=64256 Len=0 TSval=1437831966 TSecr=3340732362,0
2149,54.73530587,10.244.0.16,10.244.0.17,TCP,236,"46716  >  8000 [PSH, ACK] Seq=65 Ack=1 Win=64896 Len=170 TSval=3340732363 TSecr=1437831966",0
2150,54.73531931,10.244.0.17,10.244.0.16,TCP,66,8000  >  46716 [ACK] Seq=1 Ack=235 Win=64128 Len=0 TSval=1437831967 TSecr=3340732363,0
2151,54.73536444,10.244.0.16,10.244.0.17,TCP,141,"46716  >  8000 [PSH, ACK] Seq=235 Ack=1 Win=64896 Len=75 TSval=3340732363 TSecr=1437831967",0
2152,54.73537579,10.244.0.17,10.244.0.16,TCP,66,8000  >  46716 [ACK] Seq=1 Ack=310 Win=64128 Len=0 TSval=1437831967 TSecr=3340732363,0
2153,54.77827564,10.244.0.17,10.244.0.16,TCP,105,"8000  >  46716 [PSH, ACK] Seq=1 Ack=310 Win=64128 Len=39 TSval=1437832009 TSecr=3340732363",0
2154,54.77834806,10.244.0.16,10.244.0.17,TCP,66,46716  >  8000 [ACK] Seq=310 Ack=40 Win=64896 Len=0 TSval=3340732406 TSecr=1437832009,0
2155,54.78253821,10.244.0.17,10.244.0.16,TCP,88,"8000  >  46716 [PSH, ACK] Seq=40 Ack=310 Win=64128 Len=22 TSval=1437832014 TSecr=3340732406",0
2156,54.78255141,10.244.0.16,10.244.0.17,TCP,66,46716  >  8000 [ACK] Seq=310 Ack=62 Win=64896 Len=0 TSval=3340732410 TSecr=1437832014,0
2157,54.78261959,10.244.0.16,10.244.0.17,TCP,75,"46716  >  8000 [PSH, ACK] Seq=310 Ack=62 Win=64896 Len=9 TSval=3340732410 TSecr=1437832014",0
2158,54.78263737,10.244.0.17,10.244.0.16,TCP,66,8000  >  46716 [ACK] Seq=62 Ack=319 Win=64128 Len=0 TSval=1437832014 TSecr=3340732410,0
2159,54.78370918,10.244.0.17,10.244.0.8,TCP,291,"38286  >  27017 [PSH, ACK] Seq=456 Ack=1018 Win=64256 Len=225 TSval=600326518 TSecr=1126381394 [TCP segment of a reassembled PDU]",0
2160,54.79223651,10.244.0.8,10.244.0.17,TCP,764,"27017  >  38286 [PSH, ACK] Seq=1018 Ack=681 Win=64128 Len=698 TSval=1126381498 TSecr=600326518 [TCP segment of a reassembled PDU]",0
2161,54.79230871,10.244.0.17,10.244.0.8,TCP,66,38286  >  27017 [ACK] Seq=681 Ack=1716 Win=64256 Len=0 TSval=600326527 TSecr=1126381498,0
2187,54.88595447,10.244.0.17,10.244.0.8,TCP,291,"38286  >  27017 [PSH, ACK] Seq=681 Ack=1716 Win=64256 Len=225 TSval=600326620 TSecr=1126381498 [TCP segment of a reassembled PDU]",0
2198,54.88823091,10.244.0.8,10.244.0.17,TCP,764,"27017  >  38286 [PSH, ACK] Seq=1716 Ack=906 Win=64128 Len=698 TSval=1126381594 TSecr=600326620 [TCP segment of a reassembled PDU]",0
2199,54.8882682,10.244.0.17,10.244.0.8,TCP,66,38286  >  27017 [ACK] Seq=906 Ack=2414 Win=64256 Len=0 TSval=600326622 TSecr=1126381594,0
2205,54.89578697,10.244.0.17,10.244.0.8,TCP,820,"38286  >  27017 [PSH, ACK] Seq=906 Ack=2414 Win=64256 Len=754 TSval=600326630 TSecr=1126381594 [TCP segment of a reassembled PDU]",0
2206,54.90425466,10.244.0.8,10.244.0.17,TCP,126,"27017  >  38286 [PSH, ACK] Seq=2414 Ack=1660 Win=64128 Len=60 TSval=1126381610 TSecr=600326630 [TCP segment of a reassembled PDU]",0
2207,54.94944545,10.244.0.17,10.244.0.8,TCP,66,38286  >  27017 [ACK] Seq=1660 Ack=2474 Win=64256 Len=0 TSval=600326684 TSecr=1126381610,0
2208,54.98037659,10.244.0.17,10.244.0.8,TCP,291,"38286  >  27017 [PSH, ACK] Seq=1660 Ack=2474 Win=64256 Len=225 TSval=600326715 TSecr=1126381610 [TCP segment of a reassembled PDU]",0
2209,54.98080487,10.244.0.8,10.244.0.17,TCP,764,"27017  >  38286 [PSH, ACK] Seq=2474 Ack=1885 Win=64128 Len=698 TSval=1126381687 TSecr=600326715 [TCP segment of a reassembled PDU]",0
2210,54.98084541,10.244.0.17,10.244.0.8,TCP,66,38286  >  27017 [ACK] Seq=1885 Ack=3172 Win=64256 Len=0 TSval=600326715 TSecr=1126381687,0
2211,54.98134808,10.244.0.17,10.244.0.16,TCP,100,"8000  >  46716 [PSH, ACK] Seq=62 Ack=319 Win=64128 Len=34 TSval=1437832213 TSecr=3340732410",0
2212,54.98334973,10.244.0.17,10.244.0.16,TCP,83,"8000  >  46716 [PSH, ACK] Seq=96 Ack=319 Win=64128 Len=17 TSval=1437832215 TSecr=3340732410",0
2213,54.98711764,10.244.0.16,10.244.0.17,TCP,66,46716  >  8000 [ACK] Seq=319 Ack=113 Win=64896 Len=0 TSval=3340732614 TSecr=1437832213,0
2214,54.98720439,10.244.0.16,10.244.0.17,TCP,66,"46716  >  8000 [FIN, ACK] Seq=319 Ack=113 Win=64896 Len=0 TSval=3340732614 TSecr=1437832213",0
2215,54.99097032,10.244.0.17,10.244.0.16,TCP,66,"8000  >  46716 [FIN, ACK] Seq=113 Ack=320 Win=64128 Len=0 TSval=1437832222 TSecr=3340732614",0
2216,54.99101393,10.244.0.16,10.244.0.17,TCP,66,46716  >  8000 [ACK] Seq=320 Ack=114 Win=64896 Len=0 TSval=3340732618 TSecr=1437832222,0
2217,54.99516968,10.244.0.16,10.244.0.12,TCP,129,"8000  >  44524 [PSH, ACK] Seq=62 Ack=337 Win=64128 Len=63 TSval=880157068 TSecr=316947821",0
2218,54.99551112,10.244.0.16,10.244.0.12,TCP,413,"8000  >  44524 [PSH, ACK] Seq=125 Ack=337 Win=64128 Len=347 TSval=880157069 TSecr=316947821",0
2219,54.99569334,10.244.0.12,10.244.0.16,TCP,66,44524  >  8000 [ACK] Seq=337 Ack=472 Win=64512 Len=0 TSval=316948530 TSecr=880157068,0
2220,54.9973421,10.244.0.12,10.244.0.9,TCP,195,"8000  >  60090 [PSH, ACK] Seq=62 Ack=319 Win=64128 Len=129 TSval=703965872 TSecr=414211020",0
2221,54.99758145,10.244.0.16,10.244.0.12,TCP,83,"8000  >  44524 [PSH, ACK] Seq=472 Ack=337 Win=64128 Len=17 TSval=880157071 TSecr=316948530",0
2222,55.00319475,10.244.0.12,10.244.0.9,TCP,439,"8000  >  60090 [PSH, ACK] Seq=191 Ack=319 Win=64128 Len=373 TSval=703965877 TSecr=414211020",0
2223,55.0032403,10.244.0.12,10.244.0.9,TCP,83,"8000  >  60090 [PSH, ACK] Seq=564 Ack=319 Win=64128 Len=17 TSval=703965877 TSecr=414211020",0
2224,55.00328742,10.244.0.9,10.244.0.12,TCP,66,60090  >  8000 [ACK] Seq=319 Ack=581 Win=64384 Len=0 TSval=414212141 TSecr=703965872,0
2225,55.00343149,10.244.0.9,10.244.0.12,TCP,66,"60090  >  8000 [FIN, ACK] Seq=319 Ack=581 Win=64384 Len=0 TSval=414212141 TSecr=703965872",0
2231,55.01179536,10.244.0.12,10.244.0.9,TCP,66,"8000  >  60090 [FIN, ACK] Seq=581 Ack=320 Win=64128 Len=0 TSval=703965886 TSecr=414212141",0
2232,55.014702,10.10.2.1,10.10.2.22,NGAP/NAS-5GS,132,"DownlinkNASTransport, Authentication request",0
2233,55.01639938,10.244.0.9,10.244.0.12,TCP,66,60090  >  8000 [ACK] Seq=320 Ack=582 Win=64384 Len=0 TSval=414212154 TSecr=703965886,0
2234,55.01647469,10.244.0.9,10.244.0.2,DNS,105,Standard query 0xdf22 A nrf-nnrf.free5gc.svc.cluster.local OPT,0
2235,55.01657127,10.244.0.9,10.244.0.3,DNS,105,Standard query 0x3fe2 AAAA nrf-nnrf.free5gc.svc.cluster.local OPT,0
2239,55.01668526,10.244.0.2,10.244.0.9,DNS,155,Standard query response 0xdf22 A nrf-nnrf.free5gc.svc.cluster.local A 10.110.246.0 OPT,0
2240,55.01672096,10.244.0.10,10.244.0.12,TCP,66,"8000  >  50536 [FIN, ACK] Seq=1754 Ack=219 Win=64128 Len=0 TSval=4039608544 TSecr=3817860591",0
2241,55.01671802,10.244.0.3,10.244.0.9,DNS,198,Standard query response 0x3fe2 AAAA nrf-nnrf.free5gc.svc.cluster.local SOA ns.dns.cluster.local OPT,0
2242,55.0167905,10.244.0.12,10.244.0.10,TCP,66,"50536  >  8000 [FIN, ACK] Seq=219 Ack=1755 Win=64256 Len=0 TSval=3817861545 TSecr=4039608544",0
2243,55.01680242,10.244.0.10,10.244.0.12,TCP,66,8000  >  50536 [ACK] Seq=1755 Ack=220 Win=64128 Len=0 TSval=4039608544 TSecr=3817861545,0
2244,55.01684356,10.244.0.9,10.244.0.10,TCP,74,51034  >  8000 [SYN] Seq=0 Win=64860 Len=0 MSS=1410 SACK_PERM=1 TSval=1740997218 TSecr=0 WS=128,0
2245,55.01687266,10.244.0.10,10.244.0.9,TCP,74,"8000  >  51034 [SYN, ACK] Seq=0 Ack=1 Win=64308 Len=0 MSS=1410 SACK_PERM=1 TSval=2594619609 TSecr=1740997218 WS=128",0
2246,55.01688452,10.244.0.9,10.244.0.10,TCP,66,51034  >  8000 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=1740997218 TSecr=2594619609,0
2247,55.0184082,10.244.0.21,10.244.0.22,UDP,113,4997  >  51727 Len=71,0
2248,55.01866024,10.244.0.22,10.244.0.21,UDP,67,51727  >  4997 Len=25,0
2249,55.01878799,10.244.0.9,10.244.0.10,TCP,130,"51034  >  8000 [PSH, ACK] Seq=1 Ack=1 Win=64896 Len=64 TSval=1740997220 TSecr=2594619609",0
2250,55.01880781,10.244.0.10,10.244.0.9,TCP,66,8000  >  51034 [ACK] Seq=1 Ack=65 Win=64256 Len=0 TSval=2594619611 TSecr=1740997220,0
2251,55.01886768,10.244.0.9,10.244.0.10,TCP,193,"51034  >  8000 [PSH, ACK] Seq=65 Ack=1 Win=64896 Len=127 TSval=1740997220 TSecr=2594619611",0
2252,55.01887496,10.244.0.10,10.244.0.9,TCP,66,8000  >  51034 [ACK] Seq=1 Ack=192 Win=64256 Len=0 TSval=2594619611 TSecr=1740997220,0
2255,55.01895596,10.244.0.21,10.244.0.22,UDP,59,4997  >  51727 Len=17,0
2256,55.02042446,10.244.0.10,10.244.0.9,TCP,105,"8000  >  51034 [PSH, ACK] Seq=1 Ack=192 Win=64256 Len=39 TSval=2594619613 TSecr=1740997220",0
2257,55.02044408,10.244.0.9,10.244.0.10,TCP,66,51034  >  8000 [ACK] Seq=192 Ack=40 Win=64896 Len=0 TSval=1740997222 TSecr=2594619613,0
2258,55.02404381,10.244.0.10,10.244.0.8,TCP,303,"38622  >  27017 [PSH, ACK] Seq=831 Ack=3250 Win=502 Len=237 TSval=1426664506 TSecr=4121624943 [TCP segment of a reassembled PDU]",0
2259,55.02410367,10.244.0.10,10.244.0.9,TCP,88,"8000  >  51034 [PSH, ACK] Seq=40 Ack=192 Win=64256 Len=22 TSval=2594619616 TSecr=1740997222",0
